area,name,address,phoneNumber,businessHours,classification,note,price,subTitle,naverlink,url1,url2,
함덕/구좌,"함덕 서핑, 카약, 패들보드",제주 제주시 조천읍 함덕리 1008,064-784-7368,"매일 09:00 - 20:00 
하절기 동절기 수시 문의 바람",체험,,"제트서프 (1시간) 100,000원
제트서프 (2시간) 190,000원
서핑 (강습+보드+슈트) 70,000원
서핑보드 렌탈 (1시간) 30,000원
투명카약 1인 (30분) 15,000원
투명카약 1인 (1시간) 20,000원
패들보드 1인 (1시간) 30,000원
패들보드 1인 (2시간) 50,000원
스노클링 장비 대여 (2시간) 20,000원
스노클링 장비 대여 (종일) 30,000원",함덕해수욕장의 에메랄드빛 바다를 보며 서핑할 수 있는 곳,https://naver.me/GaMT2Rc3,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200422_6%2F1587540811657VKBwt_JPEG%2FvuwBe_zcPk9rjSll9sYEJfV1.JPG.jpg,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200422_264%2F158754087639448S7J_JPEG%2FCD2RqfR1nfJcj9emOBJFN-ee.JPG.jpg,
함덕/구좌,서우봉,제주 제주시 조천읍 함덕리 169-1,064-783-8014,전화 문의 바람,오름,,무료,푸른 바다와 예쁜 유채꽃밭이 어우러진 멋진 풍경이 있는 곳,https://naver.me/x35iT9kO,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/f6cefb00-f961-4440-b88b-58d1776d718d.JPGG,https://api.cdn.visitjeju.net/photomng/imgpath/201811/05/b1e6f093-7ba9-4b7f-9b55-0feec80317b0.JPG,
함덕/구좌,함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,064-728-7822,-,체험,,무료,함덕 서우봉 뒤에서 즐기는 무료 야영장,https://www.visitjeju.net/u/8ai,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e68373b-9235-48df-a6e6-8f9803dc23a1.jpg,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e68373b-9235-48df-a6e6-8f9803dc23a1.jpg,
함덕/구좌,만춘서점,제주 제주시 조천읍 함덕로 9,064-784-6137,매일 11:00 - 18:00,관람,,무료,"좋은 책과 좋은 음악이 있는, 작지만 특별한 책방",https://naver.me/G99t6u5ii,https://api.cdn.visitjeju.net/photomng/imgpath/201911/18/3b71f20e-3e88-46bd-9ba4-496f80bd4397.jpg,https://api.cdn.visitjeju.net/photomng/imgpath/201911/18/efa8ae4f-4c8f-40e7-b4d3-6a1deae6c62e.jpgg,
함덕/구좌,구들책방,제주 제주시 조천읍 신북로 502,0507-1422-4769,"매주 수요일 정기휴무 
그 외 12:00 - 20:00",관람,,무료,구들방 안에서 헌 책을 읽을 수 있는 빈티지한 곳,https://naver.me/5zJokxNq,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211203_74%2F1638518816874AQvO7_JPEG%2FIMG_5513.jpegg,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180609_223%2F1528519141680Sd0gM_JPEG%2Fz25DfR48r78XDtrRt4JOO4pr.jpg,
함덕/구좌,함덕메리굿,제주 제주시 조천읍 함덕로 32 1층 함덕메리굿,0507-1350-5353,"화, 수 정기휴무 
그 외 11:00 - 21:00
16:00 - 19:00 휴게시간",관람,,"16,000 ~ 35,000",뮤지컬과 제주 특산물로 만든 다이닝을 동시에 누릴 수 있는 곳,https://naver.me/5zJyYPbA,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_188%2F16486976859850S1Sa_JPEG%2FIMG_6059.JPG,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_193%2F1648697712980vUGSn_JPEG%2FIMG_6055.JPG,
함덕/구좌,국제리더스클럽,제주 제주시 조천읍 조함해안로 321-21,064-783-0000,매일 09:00 - 18:00,체험,,"스노쿨링 1명(1시간): 30,000
투명카약 2명(30분): 15,000
패들보트 1명(1시간): 30,000
펭귄반잠수정 4명(30분): 35,000
그 외 사이트 참고",에메랄드빛 제주 바다에서 즐기는 해양레포츠 테마파크,https://naver.me/Gi9edumM,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200313_164%2F1584075975809X6KIH_PNG%2FDJI_0093.MP4_000037971_%25BB%25E7%25BA%25BB.png,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190503_56%2F15568693675365HgLi_JPEG%2F3YXEuAEQW9m6FRqW5N32d28U.jpg,
함덕/구좌,돌하르방미술관,제주 제주시 조천읍 북촌서1길 70,064-782-0570,"4-10월: 09:00 - 18:00
17:30 라스트오더
11-3월: 09:00 - 17:00
16:30 라스트오더",테마파크,,"성인 7,000원
소인/경로/장애인 5,000원",자연과 예술이 공존하는 숲속 미술관,https://naver.me/xuICIlfD,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eb398171-d78d-4526-87b0-652fe69af7e4.gif,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200112_261%2F1578814960371SYhTx_JPEG%2F5H1gjtkKXAW1YwYfS94F_Km6.jpg,
우도,산호해수욕장,제주 제주시 우도면,-,-,바다,,무료,동양 유일 백사장이 홍조단괴로 이루어진 해수욕장,https://naver.me/x9J5nhxS,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_48%2F1441045682256eMzay_JPEG%2F13491787_0.jpg,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_48%2F1441045682256eMzay_JPEG%2F13491787_0.jpg,
우도,우도올레보트,제주 제주시 우도면 우도해안길 181 우도올레보트,0507-1487-1126,매일 09:00 - 17:00,체험,,"성인 20,000원
미취학아동 15,000원",서빈백사부터 검멀레해안까지 왕복 코스로 감상하는 우도,https://naver.me/xIh2l1rV,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160509_8%2F1462771261862nQiuA_JPEG%2F176376496571791_0.jpeg,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200601_159%2F1590965953048dCNO7_JPEG%2FWGnZDJEvp-QkNLODCdWRvDED.jpg,
우도,소머리오름,제주 제주시 우도면 연평리 산18-2,-,-,오름,,무료,소가 머리를 들고 누워있는 형태인 우도의 머리 부분에 해당하는 곳,https://naver.me/58HeyUAS,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjNfMTM3%2FMDAxNTExNDAyMDE5NjAw.x9nmm_DBeVoEb_hbmunHnb9-SE9N-rem8coYq3JAXNEg.IFAl7aTrsu6H2pDbmhb4X3xujU0GDt06wUcGQD1SPhIg.PNG.nabjb%2F%25C1%25B6%25B8%25C1-%25BF%25EC%25B5%25B5%25BA%25C0%25BF%25A1%25BC%25AD.png%23665x439,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjNfMjA3%2FMDAxNTExNDAxOTk3MTk4.rnW3qSDs3Oj3i0t5sKih8CvWx1GI1xtF_jG_g4X2v4wg.5opSWdceP3k4YLSXIiPSWPeFqHVPREhyYqVnu9NcZfUg.PNG.nabjb%2F%25C1%25B6%25B8%25C1.png%231079x477,
우도,우도 정원,제주 제주시 우도면 연평리 1964,-,매일 10:00 - 17:00,테마파크,,"3,000",이국적인 풍경이 펼쳐지는 힐링 정원,https://naver.me/GgehkCpJ,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210810_193%2F1628581995579GeqSX_JPEG%2FVpE7Jet4oGsMTs-KV1CNzjEH.jpg,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210810_80%2F1628582133417MwgSP_JPEG%2FI2U6hp7tH5jMZv46Q8XAAI14.jpg,
